IP,cf-meta-ip,端口,速度(Mbps),CF归属国,机房,TCP延迟(ms),TLS延迟(ms)
193.23.201.59,193.23.201.59,8443,1.72,FI,ARN,112.35,171.56
95.81.126.109,95.81.126.109,443,1.71,FI,TLL,111.57,140.54
45.12.151.34,45.12.151.34,443,1.67,FI,ARN,109.4,150.8
82.25.185.46,82.25.185.46,443,1.67,FI,HEL,115.36,151.09
193.164.155.38,193.164.155.38,443,1.66,FI,ARN,107.83,133.09
31.56.204.194,31.56.204.194,443,1.66,FI,ARN,135.88,161.85
185.141.217.204,185.141.217.204,443,1.66,FI,HEL,122.11,142.84
95.217.134.104,95.217.134.104,443,1.65,FI,AMS,115.97,181.89
144.31.99.228,144.31.99.228,443,1.61,FI,ARN,114.35,154.43
2.26.115.193,2.26.115.193,443,1.58,FI,ARN,117.52,169.66
193.164.128.133,193.164.128.133,443,1.5,FI,ARN,117.51,135.55
23.236.111.30,23.236.111.30,443,1.49,FI,HEL,125.66,122.25
81.19.139.231,81.19.139.231,443,1.44,FI,TLL,124.97,144.66
194.39.110.50,194.39.110.50,443,1.43,FI,ARN,122.69,128.01
91.108.241.101,91.108.241.101,443,1.43,FI,ARN,111.08,143.57
45.67.202.36,45.67.202.36,443,1.42,FI,ARN,118.33,166.96
95.81.79.60,95.81.79.60,443,1.42,FI,ARN,141.35,160.07
2.26.101.236,2.26.101.236,443,1.42,FI,ARN,122.94,187.5
65.21.85.199,65.21.85.199,443,1.39,FI,HEL,118.88,122.72
104.252.127.58,104.252.127.58,443,1.38,FI,ARN,109.14,134.5
185.236.24.10,185.236.24.10,8443,1.37,FI,HEL,109.95,168.52
144.31.184.200,144.31.184.200,443,1.36,FI,ARN,154.75,127.73
194.180.189.194,194.180.189.194,443,1.36,FI,HEL,106.53,127.42
185.193.102.119,185.193.102.119,443,1.32,FI,ARN,108.67,182.98
95.217.135.173,95.217.135.173,443,1.31,FI,HEL,120.27,125.52
193.124.183.69,193.124.183.69,443,1.3,FI,ARN,104.62,120.31
91.149.219.49,91.149.219.49,443,1.28,FI,ARN,112.53,133.5
46.243.6.54,46.243.6.54,443,1.28,FI,ARN,106.35,133.06
193.35.17.55,193.35.17.55,443,1.27,FI,HEL,119.6,191.39
138.124.75.161,138.124.75.161,443,1.25,FI,ARN,127.93,136.29
65.21.224.102,65.21.224.102,443,1.24,FI,AMS,113.65,174.77
185.236.24.10,185.236.24.10,443,1.23,FI,ARN,110.92,212.12
31.57.106.178,31.57.106.178,443,1.23,FI,ARN,113.02,203.64
95.182.115.237,95.182.115.237,443,1.22,FI,ARN,146.94,130.98
80.85.241.245,80.85.241.245,443,1.21,FI,MXP,125.19,221.41
31.57.62.124,31.57.62.124,443,1.18,FI,ARN,116.04,137.84
212.87.222.32,212.87.222.32,443,1.16,FI,ARN,120.9,140.27
217.177.44.117,217.177.44.117,443,1.15,FI,ARN,106.83,127.54
95.217.13.36,95.217.13.36,443,1.14,FI,HEL,122.93,127.16
178.17.60.146,178.17.60.146,443,1.13,FI,HEL,112.72,132.14
109.172.54.73,109.172.54.73,443,1.12,FI,ARN,103.91,119.2
193.47.60.247,193.47.60.247,443,1.11,FI,TLL,109.72,110.39
31.13.208.213,31.13.208.213,443,1.1,FI,HEL,127.03,168.25
2.57.242.152,2.57.242.152,443,1.09,FI,HEL,117.73,152.39
65.108.217.253,65.108.217.253,443,1.09,FI,AMS,130.7,170.61
178.17.53.135,178.17.53.135,443,1.08,FI,ARN,114.54,127.53
95.81.113.186,95.81.113.186,443,1.05,FI,ARN,117.13,150.13
89.125.2.229,89.125.2.229,443,1.05,FI,HEL,114.91,237.88
46.8.64.232,46.8.64.232,443,1.02,FI,ARN,106.93,137.34
84.19.3.116,84.19.3.116,443,1.02,FI,ARN,153.9,132.33
38.244.137.183,38.244.137.183,443,1.0,FI,ARN,102.23,139.32
185.10.19.237,185.10.19.237,443,16.69,FR,CDG,161.9,105.13
37.59.97.140,37.59.97.140,8443,15.77,FR,CDG,87.16,124.11
185.10.18.238,185.10.18.238,443,13.57,FR,CDG,92.62,139.68
37.59.96.48,37.59.96.48,443,12.67,FR,CDG,124.94,123.44
51.91.254.57,51.91.254.57,443,12.62,FR,CDG,105.26,364.79
217.60.37.34,217.60.37.34,443,12.31,FR,CDG,93.9,106.38
51.91.252.191,51.91.252.191,8443,11.47,FR,CDG,121.27,169.78
51.91.252.191,51.91.252.191,443,11.0,FR,CDG,164.38,277.72
20.33.23.66,20.33.23.66,443,10.83,FR,CDG,86.31,143.12
51.91.253.230,51.91.253.230,8443,10.81,FR,CDG,173.4,200.63
37.59.96.25,37.59.96.25,8443,10.39,FR,CDG,98.29,129.27
37.59.97.140,37.59.97.140,443,10.23,FR,CDG,91.55,113.6
51.178.162.166,51.178.162.166,443,9.84,FR,CDG,87.91,123.11
37.59.96.48,37.59.96.48,8443,9.35,FR,CDG,121.03,175.17
51.91.248.61,51.91.248.61,8443,9.15,FR,CDG,117.83,135.03
51.91.254.57,51.91.254.57,8443,9.08,FR,CDG,87.85,152.12
51.91.255.5,51.91.255.5,443,8.84,FR,CDG,117.25,187.53
37.60.229.47,37.60.229.47,443,8.43,FR,CDG,92.42,111.67
51.91.253.211,51.91.253.211,8443,8.3,FR,CDG,107.74,124.3
51.91.251.149,51.91.251.149,8443,8.28,FR,CDG,119.04,158.12
51.91.255.5,51.91.255.5,8443,8.11,FR,CDG,168.25,155.86
51.91.253.211,51.91.253.211,443,7.65,FR,CDG,103.34,126.01
51.91.253.218,51.91.253.218,8443,7.5,FR,CDG,94.44,122.43
51.91.248.38,51.91.248.38,443,6.98,FR,CDG,88.56,104.95
152.228.216.146,152.228.216.146,443,6.97,FR,CDG,134.97,152.23
51.178.27.222,51.178.27.222,8443,6.82,FR,CDG,96.32,101.59
37.59.96.25,37.59.96.25,443,6.8,FR,CDG,89.4,119.41
51.91.253.230,51.91.253.230,443,6.69,FR,CDG,87.59,337.53
51.91.252.193,51.91.252.193,8443,6.08,FR,CDG,86.51,101.96
51.91.254.158,51.91.254.158,443,6.0,FR,CDG,86.43,107.42
51.91.249.115,51.91.249.115,8443,6.0,FR,CDG,86.83,104.84
84.247.177.135,84.247.177.135,443,5.95,FR,FRA,109.48,118.52
51.91.255.97,51.91.255.97,443,5.93,FR,CDG,92.73,116.33
94.232.247.119,94.232.247.119,443,5.83,FR,CDG,94.32,99.53
152.228.216.146,152.228.216.146,8443,5.83,FR,CDG,91.71,134.79
37.59.97.133,37.59.97.133,8443,5.79,FR,CDG,86.27,112.29
94.183.186.102,94.183.186.102,443,5.59,FR,CDG,96.98,98.89
92.119.125.143,92.119.125.143,443,5.56,FR,FRA,102.56,145.23
51.91.251.160,51.91.251.160,8443,5.49,FR,CDG,92.7,111.35
167.86.116.97,167.86.116.97,443,5.49,FR,FRA,93.43,251.67
88.218.78.48,88.218.78.48,443,5.26,FR,FRA,102.87,141.91
37.59.97.136,37.59.97.136,8443,5.26,FR,CDG,88.63,102.15
31.56.48.199,31.56.48.199,443,5.23,FR,CDG,86.63,310.32
152.228.217.69,152.228.217.69,8443,5.15,FR,CDG,87.44,105.22
84.247.166.22,84.247.166.22,443,5.1,FR,FRA,93.15,149.54
45.84.88.74,45.84.88.74,443,5.09,FR,CDG,93.73,108.6
51.91.253.245,51.91.253.245,443,5.08,FR,CDG,86.11,103.18
51.91.248.99,51.91.248.99,8443,5.04,FR,CDG,87.25,105.67
51.91.253.245,51.91.253.245,8443,4.97,FR,CDG,87.04,103.31
62.84.183.222,62.84.183.222,8443,4.94,FR,CDG,91.17,111.19
51.91.249.154,51.91.249.154,8443,4.59,FR,CDG,89.06,100.67
51.210.148.173,51.210.148.173,8443,4.58,FR,CDG,86.99,128.8
51.91.253.218,51.91.253.218,443,4.58,FR,CDG,88.67,106.31
51.91.249.115,51.91.249.115,443,4.56,FR,CDG,87.52,102.96
51.91.248.38,51.91.248.38,8443,4.55,FR,CDG,87.49,105.7
62.84.183.222,62.84.183.222,443,4.51,FR,FRA,90.43,105.76
217.60.252.25,217.60.252.25,443,4.49,FR,CDG,85.06,116.24
51.91.252.213,51.91.252.213,443,4.4,FR,CDG,88.93,106.04
185.10.18.88,185.10.18.88,443,4.32,FR,CDG,100.72,98.84
51.91.255.152,51.91.255.152,8443,4.32,FR,CDG,87.88,110.05
37.59.96.50,37.59.96.50,443,4.29,FR,CDG,90.65,104.46
51.91.254.97,51.91.254.97,8443,4.28,FR,CDG,89.19,114.23
51.91.253.174,51.91.253.174,8443,4.25,FR,CDG,87.63,114.56
37.59.97.136,37.59.97.136,443,4.25,FR,CDG,89.57,103.7
185.234.100.40,185.234.100.40,443,4.11,FR,CDG,85.07,100.23
51.91.251.189,51.91.251.189,443,4.07,FR,CDG,86.72,103.21
37.59.97.133,37.59.97.133,443,4.06,FR,CDG,87.81,103.07
51.91.248.99,51.91.248.99,443,4.04,FR,CDG,87.17,103.52
51.91.248.61,51.91.248.61,443,4.04,FR,CDG,193.17,184.99
51.91.252.193,51.91.252.193,443,4.03,FR,CDG,86.34,106.27
51.91.255.152,51.91.255.152,443,4.01,FR,CDG,87.69,110.97
51.91.250.92,51.91.250.92,443,3.99,FR,CDG,88.17,114.29
51.91.251.160,51.91.251.160,443,3.99,FR,CDG,91.2,108.03
51.91.254.97,51.91.254.97,443,3.93,FR,CDG,89.21,111.54
51.91.253.83,51.91.253.83,8443,3.9,FR,CDG,87.27,100.97
185.10.17.137,185.10.17.137,443,3.89,FR,CDG,85.07,91.58
37.59.125.113,37.59.125.113,443,3.82,FR,CDG,86.27,110.06
51.91.255.197,51.91.255.197,443,3.71,FR,CDG,90.65,109.95
88.218.76.170,88.218.76.170,443,3.68,FR,FRA,97.48,127.6
51.91.248.157,51.91.248.157,443,3.66,FR,CDG,90.4,128.7
51.91.251.16,51.91.251.16,8443,3.55,FR,CDG,87.04,106.61
151.241.228.164,151.241.228.164,443,3.52,FR,CDG,120.96,117.31
51.91.249.198,51.91.249.198,8443,3.5,FR,CDG,87.82,101.21
51.91.254.158,51.91.254.158,8443,3.49,FR,CDG,87.3,102.82
51.91.255.197,51.91.255.197,8443,3.49,FR,CDG,96.85,107.04
51.91.251.149,51.91.251.149,443,3.48,FR,CDG,91.98,192.09
51.178.27.222,51.178.27.222,443,3.46,FR,CDG,92.29,106.35
152.228.216.172,152.228.216.172,443,3.45,FR,CDG,90.27,111.96
51.91.251.189,51.91.251.189,8443,3.44,FR,CDG,86.99,105.43
152.228.216.172,152.228.216.172,8443,3.44,FR,CDG,92.28,96.89
51.91.254.99,51.91.254.99,443,3.44,FR,CDG,97.22,104.02
37.59.97.139,37.59.97.139,8443,3.39,FR,CDG,87.18,103.09
51.91.249.223,51.91.249.223,8443,3.33,FR,CDG,89.96,143.99
51.91.248.157,51.91.248.157,8443,3.33,FR,CDG,90.81,111.85
152.228.135.5,152.228.135.5,8443,3.3,FR,FRA,95.07,110.18
51.91.252.213,51.91.252.213,8443,3.26,FR,CDG,87.97,101.39
51.91.248.253,51.91.248.253,8443,3.23,FR,CDG,87.87,104.89
51.91.253.83,51.91.253.83,443,3.14,FR,CDG,87.84,101.68
37.59.96.21,37.59.96.21,443,3.13,FR,CDG,88.21,111.97
51.91.249.93,51.91.249.93,8443,3.12,FR,CDG,89.58,100.05
51.91.250.152,51.91.250.152,443,3.12,FR,CDG,89.1,107.69
51.91.249.9,51.91.249.9,443,3.11,FR,CDG,86.3,101.81
51.91.255.97,51.91.255.97,8443,3.05,FR,CDG,106.62,113.81
51.91.251.144,51.91.251.144,8443,3.05,FR,CDG,88.3,107.6
51.91.251.144,51.91.251.144,443,3.03,FR,CDG,87.25,105.85
51.91.249.45,51.91.249.45,8443,3.01,FR,CDG,87.33,102.26
51.91.249.154,51.91.249.154,443,2.96,FR,CDG,89.97,102.73
51.91.251.87,51.91.251.87,8443,2.94,FR,CDG,88.1,100.11
51.91.252.34,51.91.252.34,8443,2.93,FR,CDG,88.31,100.38
88.218.79.114,88.218.79.114,443,2.93,FR,FRA,103.55,129.73
152.228.191.232,152.228.191.1,443,2.92,FR,CDG,92.34,97.11
51.91.254.99,51.91.254.99,8443,2.92,FR,CDG,96.75,100.86
51.91.248.253,51.91.248.253,443,2.88,FR,CDG,88.93,103.67
51.77.140.254,51.77.140.254,443,2.87,FR,FRA,90.96,104.77
51.91.253.60,51.91.253.60,8443,2.87,FR,CDG,86.8,108.71
51.91.253.57,51.91.253.57,8443,2.86,FR,CDG,90.07,126.89
51.91.254.22,51.91.254.22,8443,2.86,FR,CDG,93.06,98.68
51.91.251.16,51.91.251.16,443,2.85,FR,CDG,96.6,105.85
51.91.253.174,51.91.253.174,443,2.82,FR,CDG,92.3,102.81
51.91.250.152,51.91.250.152,8443,2.82,FR,CDG,92.04,108.34
51.91.253.60,51.91.253.60,443,2.81,FR,CDG,87.14,114.43
51.91.254.50,51.91.254.50,443,2.8,FR,CDG,89.76,102.69
82.70.232.70,82.70.232.70,443,2.76,FR,MRS,89.76,96.5
51.210.148.173,51.210.148.173,443,2.75,FR,CDG,88.56,127.44
152.228.135.5,152.228.135.5,443,2.75,FR,FRA,92.47,125.08
51.91.252.174,51.91.252.174,8443,2.75,FR,CDG,91.74,97.11
104.253.79.6,104.253.79.6,443,2.74,FR,CDG,86.08,102.99
94.183.187.37,94.183.187.37,443,2.71,FR,CDG,94.6,212.14
89.117.2.134,89.117.2.134,443,2.67,FR,CDG,97.41,111.69
152.228.134.239,152.228.134.239,8443,2.67,FR,FRA,94.19,104.26
37.59.125.113,37.59.125.113,8443,2.64,FR,CDG,86.76,100.82
51.91.248.251,51.91.248.251,8443,2.61,FR,CDG,86.82,104.79
51.91.252.174,51.91.252.174,443,2.61,FR,CDG,90.65,98.49
51.91.249.9,51.91.249.9,8443,2.59,FR,CDG,86.47,102.01
51.91.251.87,51.91.251.87,443,2.57,FR,CDG,86.46,99.44
31.56.176.44,31.56.176.44,443,2.56,FR,CDG,89.59,92.25
51.91.250.92,51.91.250.92,8443,2.54,FR,CDG,88.08,102.44
185.234.100.241,185.234.100.241,443,2.54,FR,CDG,86.98,93.81
51.91.252.34,51.91.252.34,443,2.52,FR,CDG,87.38,101.93
51.91.249.126,51.91.249.126,8443,2.5,FR,CDG,88.41,108.75
51.91.254.111,51.91.254.111,443,2.48,FR,CDG,87.13,103.53
152.228.217.69,152.228.217.69,443,2.45,FR,CDG,86.43,105.38
51.77.140.254,51.77.140.254,8443,2.41,FR,FRA,91.17,108.15
129.151.245.96,129.151.245.96,443,2.41,FR,MRS,87.47,92.32
51.91.254.22,51.91.254.22,443,2.41,FR,CDG,93.3,102.29
51.91.249.45,51.91.249.45,443,2.4,FR,CDG,87.11,104.05
51.91.254.153,51.91.254.153,443,2.39,FR,CDG,87.47,102.23
51.91.254.111,51.91.254.111,8443,2.36,FR,CDG,88.02,100.46
51.91.250.21,51.91.250.21,443,2.29,FR,CDG,93.43,104.91
51.91.251.153,51.91.251.153,8443,2.27,FR,CDG,87.18,105.24
51.91.254.173,51.91.254.173,443,2.26,FR,CDG,115.99,100.53
194.164.217.222,194.164.217.222,443,2.23,FR,CDG,99.81,104.83
51.91.253.112,51.91.253.112,443,2.23,FR,CDG,89.7,101.96
51.91.254.177,51.91.254.177,443,2.22,FR,CDG,104.84,104.85
51.91.158.180,51.91.158.180,443,2.21,FR,FRA,92.9,143.11
51.91.249.29,51.91.249.29,8443,2.2,FR,CDG,92.24,118.74
51.178.141.36,51.178.141.36,443,2.19,FR,CDG,87.41,109.69
51.91.249.93,51.91.249.93,443,2.14,FR,CDG,89.11,107.31
51.91.254.100,51.91.254.100,8443,2.1,FR,CDG,87.78,102.39
51.91.248.218,51.91.248.218,8443,2.08,FR,CDG,88.44,99.76
51.91.254.78,51.91.254.78,443,2.05,FR,CDG,95.94,101.5
51.91.254.100,51.91.254.100,443,2.03,FR,CDG,87.65,104.05
51.77.141.212,51.77.141.212,8443,1.99,FR,FRA,105.12,100.49
51.91.252.44,51.91.252.44,443,1.98,FR,CDG,111.69,116.0
138.124.70.157,138.124.70.157,443,1.98,FR,CDG,86.82,127.71
37.59.97.139,37.59.97.139,443,1.97,FR,CDG,87.27,107.48
51.91.249.223,51.91.249.223,443,1.92,FR,CDG,96.53,114.17
147.90.26.7,23.168.88.85,443,1.88,FR,CDG,194.47,201.73
37.59.96.21,37.59.96.21,8443,1.84,FR,CDG,90.21,101.57
51.178.141.36,51.178.141.36,8443,1.82,FR,CDG,87.63,132.37
51.178.137.248,51.178.137.248,443,1.78,FR,CDG,99.39,108.8
45.12.133.99,45.12.133.99,443,1.72,FR,CDG,85.78,397.17
51.91.40.26,51.91.40.26,443,1.7,FR,FRA,91.39,104.54
51.91.251.153,51.91.251.153,443,1.7,FR,CDG,90.66,104.04
51.91.254.153,51.91.254.153,8443,1.7,FR,CDG,89.43,101.32
152.228.134.239,152.228.134.239,443,1.7,FR,FRA,92.02,116.97
141.94.78.246,141.94.78.246,8443,1.68,FR,CDG,93.25,96.81
152.228.134.60,152.228.134.60,443,1.67,FR,FRA,91.27,113.58
37.59.96.50,37.59.96.50,8443,1.65,FR,CDG,91.55,103.62
51.91.254.173,51.91.254.173,8443,1.62,FR,CDG,111.53,158.08
95.182.96.247,95.182.96.247,443,1.6,FR,CDG,87.81,97.42
141.94.78.246,141.94.78.246,443,1.6,FR,CDG,89.79,102.53
51.91.249.126,51.91.249.126,443,1.58,FR,CDG,89.72,100.15
51.91.250.77,51.91.250.77,8443,1.57,FR,CDG,89.32,150.07
51.91.255.163,51.91.255.163,443,1.55,FR,CDG,87.47,102.57
51.77.141.117,51.77.141.117,443,1.55,FR,FRA,91.32,108.47
38.180.240.91,38.180.240.91,443,1.55,FR,CDG,84.71,95.93
51.91.253.57,51.91.253.57,443,1.54,FR,CDG,88.77,128.39
51.91.248.218,51.91.248.218,443,1.53,FR,CDG,87.19,101.13
51.91.250.33,51.91.250.33,8443,1.52,FR,CDG,90.05,97.25
51.91.249.29,51.91.249.29,443,1.52,FR,CDG,87.11,104.84
82.22.50.218,82.22.50.218,443,1.51,FR,CDG,99.37,116.13
51.91.253.62,51.91.253.62,443,1.49,FR,CDG,86.6,122.52
51.38.44.17,51.38.44.17,443,1.48,FR,CDG,98.69,105.69
37.59.97.135,37.59.97.135,443,1.47,FR,CDG,105.78,102.68
51.91.253.112,51.91.253.112,8443,1.47,FR,CDG,90.41,116.77
51.91.251.31,51.91.251.31,443,1.46,FR,CDG,88.49,100.11
51.91.249.209,51.91.249.209,443,1.45,FR,CDG,96.37,147.6
147.90.26.11,23.168.88.24,443,1.45,FR,CDG,223.39,212.75
147.90.26.86,23.168.88.92,443,1.44,FR,CDG,206.0,202.19
45.38.228.108,45.38.228.108,443,1.44,FR,CDG,100.79,108.75
147.90.26.65,23.168.88.231,443,1.44,FR,CDG,203.55,210.09
46.8.225.124,46.8.225.124,443,1.43,FR,CDG,86.53,97.13
147.90.26.84,23.168.88.239,443,1.43,FR,CDG,285.96,336.54
51.91.252.200,51.91.252.200,443,1.42,FR,CDG,109.72,130.48
51.91.252.44,51.91.252.44,8443,1.41,FR,CDG,87.93,113.44
147.90.26.23,23.168.88.119,443,1.4,FR,CDG,204.56,220.23
51.91.252.200,51.91.252.200,8443,1.39,FR,CDG,93.65,99.15
147.90.26.19,23.168.88.36,443,1.39,FR,CDG,203.71,217.84
147.90.26.81,23.168.88.89,443,1.39,FR,CDG,202.78,305.74
94.183.186.228,94.183.186.228,443,1.39,FR,CDG,98.37,104.29
147.90.26.32,23.168.88.15,443,1.39,FR,CDG,209.68,213.98
147.90.26.41,23.168.88.35,443,1.38,FR,CDG,210.03,217.51
51.178.137.248,51.178.137.248,8443,1.37,FR,CDG,96.43,111.23
51.91.250.218,51.91.250.218,8443,1.37,FR,CDG,98.36,114.81
158.178.215.52,158.178.215.52,443,1.37,FR,CDG,85.02,104.95
212.69.86.229,212.69.86.229,443,1.35,FR,CDG,115.73,115.96
147.90.26.79,23.168.88.169,443,1.35,FR,CDG,200.44,209.45
147.90.26.55,23.168.88.6,443,1.35,FR,CDG,203.4,212.54
147.90.26.6,23.168.88.184,443,1.34,FR,CDG,201.73,212.89
109.120.179.99,109.120.179.99,443,1.34,FR,FRA,96.46,119.88
51.91.255.121,51.91.255.121,443,1.34,FR,CDG,88.68,123.78
147.90.26.34,23.168.88.95,443,1.32,FR,CDG,200.82,208.63
51.91.249.209,51.91.249.209,8443,1.31,FR,CDG,97.09,143.68
51.178.29.175,51.178.29.175,8443,1.26,FR,CDG,91.12,108.38
51.91.251.31,51.91.251.31,8443,1.26,FR,CDG,97.17,108.95
51.91.249.198,51.91.249.198,443,1.26,FR,CDG,88.35,101.9
51.91.253.62,51.91.253.62,8443,1.24,FR,CDG,87.22,122.33
51.91.251.43,51.91.251.43,8443,1.24,FR,CDG,107.09,100.37
37.59.97.135,37.59.97.135,8443,1.23,FR,CDG,89.39,107.03
77.110.106.93,77.110.106.93,443,1.22,FR,FRA,119.31,117.13
51.91.250.218,51.91.250.218,443,1.21,FR,CDG,128.1,108.64
51.91.250.77,51.91.250.77,443,1.2,FR,CDG,89.06,120.05
51.91.250.183,51.91.250.183,443,1.2,FR,CDG,87.28,119.15
147.90.26.73,23.168.88.222,443,1.19,FR,CDG,198.06,200.0
147.90.26.82,23.168.88.75,443,1.17,FR,CDG,199.88,214.39
152.228.134.60,152.228.134.60,8443,1.16,FR,FRA,91.56,105.37
51.91.255.163,51.91.255.163,8443,1.15,FR,CDG,90.91,98.63
51.91.254.78,51.91.254.78,8443,1.14,FR,CDG,109.47,105.69
51.91.254.189,51.91.254.189,8443,1.12,FR,CDG,92.36,96.43
51.91.253.113,51.91.253.113,8443,1.1,FR,CDG,100.88,102.0
51.91.248.251,51.91.248.251,443,1.09,FR,CDG,87.97,102.75
51.77.141.117,51.77.141.117,8443,1.08,FR,FRA,93.73,119.43
51.91.254.50,51.91.254.50,8443,1.08,FR,CDG,89.94,107.29
144.31.214.124,144.31.214.124,443,1.07,FR,FRA,99.49,129.64
51.91.250.21,51.91.250.21,8443,1.06,FR,CDG,91.43,106.03
147.90.26.36,23.168.88.83,443,1.04,FR,CDG,196.01,215.28
173.212.224.25,173.212.224.25,443,1.03,FR,FRA,99.6,112.87
193.42.60.235,193.42.60.235,443,1.03,FR,FRA,99.29,159.74
147.90.26.4,23.168.88.172,443,1.02,FR,CDG,206.94,215.21
57.129.137.217,57.129.137.217,8443,24.28,GB,LHR,187.89,196.78
57.129.137.56,57.129.137.56,443,18.14,GB,LHR,76.77,158.11
35.176.187.206,35.176.187.206,443,16.23,GB,LHR,82.37,96.19
57.128.179.45,57.128.179.45,8443,14.99,GB,LHR,129.89,103.83
57.128.183.133,57.128.183.133,8443,14.94,GB,LHR,82.61,91.75
57.129.137.83,57.129.137.83,443,14.62,GB,LHR,76.38,86.25
57.128.179.45,57.128.179.45,443,14.2,GB,LHR,120.66,347.61
57.128.179.189,57.128.179.189,8443,13.59,GB,LHR,82.57,89.36
78.129.165.129,84.22.164.30,443,12.88,GB,LHR,88.62,107.02
57.129.137.72,57.129.137.72,443,12.31,GB,LHR,91.68,108.02
57.129.137.87,57.129.137.87,443,12.14,GB,LHR,87.62,89.51
57.128.182.76,57.128.182.76,443,11.78,GB,LHR,78.32,88.35
57.129.137.56,57.129.137.56,8443,11.41,GB,LHR,85.38,109.38
57.129.137.208,57.129.137.208,8443,11.16,GB,LHR,77.82,155.32
57.128.180.98,57.128.180.98,8443,10.95,GB,LHR,89.99,100.28
57.128.180.98,57.128.180.98,443,10.92,GB,LHR,153.01,128.49
57.128.183.133,57.128.183.133,443,10.84,GB,LHR,82.77,94.53
57.129.137.63,57.129.137.63,8443,10.23,GB,LHR,76.96,105.23
57.129.137.77,57.129.137.77,8443,9.91,GB,LHR,76.32,93.54
57.129.137.57,57.129.137.57,443,9.91,GB,LHR,99.56,143.75
57.129.137.209,57.129.137.209,443,9.69,GB,LHR,81.9,90.04
84.8.145.58,84.8.145.58,443,9.53,GB,LHR,89.98,90.95
57.128.179.189,57.128.179.189,443,9.48,GB,LHR,78.86,90.53
57.129.137.217,57.129.137.217,443,9.04,GB,LHR,130.37,230.86
57.129.137.63,57.129.137.63,443,8.99,GB,LHR,83.82,94.61
57.128.176.147,57.128.176.147,443,8.89,GB,LHR,77.13,86.37
57.129.137.80,57.129.137.80,443,8.88,GB,LHR,76.3,91.27
57.129.137.84,57.129.137.84,443,8.84,GB,LHR,84.79,97.82
57.128.181.247,57.128.181.247,443,8.77,GB,LHR,86.85,99.65
57.129.137.87,57.129.137.87,8443,8.38,GB,LHR,76.98,92.05
57.129.137.80,57.129.137.80,8443,8.1,GB,LHR,88.53,119.33
57.129.137.231,57.129.137.231,8443,7.99,GB,LHR,80.52,94.58
130.185.144.78,130.185.144.78,443,7.91,GB,LHR,77.26,85.72
57.129.137.77,57.129.137.77,443,7.6,GB,LHR,78.38,92.99
57.129.137.245,57.129.137.245,8443,7.57,GB,LHR,74.62,100.45
57.129.137.208,57.129.137.208,443,7.52,GB,LHR,77.18,109.1
57.128.176.147,57.128.176.147,8443,7.29,GB,LHR,77.86,95.68
57.128.181.24,57.128.181.24,8443,7.29,GB,LHR,75.13,84.06
57.129.137.242,57.129.137.242,8443,7.23,GB,LHR,75.37,82.96
57.128.177.235,57.128.177.235,8443,7.08,GB,LHR,76.96,83.82
57.128.177.198,57.128.177.198,443,6.95,GB,LHR,81.14,83.21
57.129.137.85,57.129.137.85,443,6.86,GB,LHR,79.24,101.43
57.129.137.202,57.129.137.202,8443,6.73,GB,LHR,77.41,89.5
141.147.114.60,141.147.114.60,443,6.66,GB,LHR,83.54,101.76
57.128.183.248,57.128.183.248,8443,6.64,GB,LHR,83.97,108.84
57.129.137.227,57.129.137.227,443,6.62,GB,LHR,77.27,90.72
57.129.137.73,57.129.137.73,8443,6.51,GB,LHR,79.54,86.97
57.129.137.215,57.129.137.215,443,6.46,GB,LHR,76.84,93.5
57.129.137.245,57.129.137.245,443,6.45,GB,LHR,77.75,106.96
57.128.178.196,57.128.178.196,8443,6.34,GB,LHR,75.27,86.35
57.129.137.62,57.129.137.62,8443,6.32,GB,LHR,77.68,87.09
57.129.137.73,57.129.137.73,443,6.23,GB,LHR,82.38,97.26
57.128.183.196,57.128.183.196,8443,6.15,GB,LHR,76.98,97.27
57.129.137.205,57.129.137.205,8443,6.02,GB,LHR,78.71,87.04
78.129.253.115,78.129.253.115,443,6.01,GB,LHR,92.83,95.87
57.129.137.196,57.129.137.196,443,5.84,GB,LHR,79.59,88.3
57.128.181.247,57.128.181.247,8443,5.82,GB,LHR,80.73,98.12
57.128.181.91,57.128.181.91,8443,5.81,GB,LHR,76.99,95.29
57.128.183.107,57.128.183.107,443,5.81,GB,LHR,76.57,91.15
57.129.137.224,57.129.137.224,443,5.75,GB,LHR,78.92,79.86
57.129.137.209,57.129.137.209,8443,5.75,GB,LHR,84.42,106.39
57.129.137.62,57.129.137.62,443,5.72,GB,LHR,75.21,96.62
57.129.137.221,57.129.137.221,8443,5.7,GB,LHR,81.17,93.24
57.128.181.125,57.128.181.125,8443,5.5,GB,LHR,77.52,84.69
57.129.137.227,57.129.137.227,8443,5.5,GB,LHR,77.19,85.18
57.129.137.57,57.129.137.57,8443,5.5,GB,LHR,131.27,135.15
57.129.137.84,57.129.137.84,8443,5.5,GB,LHR,75.55,90.05
57.128.183.137,57.128.183.137,8443,5.5,GB,LHR,89.17,82.24
57.129.137.237,57.129.137.237,443,5.49,GB,LHR,78.34,90.52
213.108.20.161,2a12:5940:af82::2,443,5.38,GB,FRA,97.52,115.26
57.128.181.24,57.128.181.24,443,5.37,GB,LHR,75.81,90.3
57.129.137.230,57.129.137.230,8443,5.23,GB,LHR,81.33,103.87
